Id,Signatory,Language,Order,Action_Id,Climate_Hazard
54403,City of Tampere,en,8,8,Extreme heat
54403,City of Tampere,en,8,8,Drought
54403,City of Tampere,en,9,9,Biodiversity loss
54403,City of Tampere,en,9,9,Urban flooding
54403,City of Tampere,en,9,9,Heavy precipitation
54403,City of Tampere,en,9,9,Drought
54403,City of Tampere,en,10,10,Urban flooding
54403,City of Tampere,en,10,10,Heavy precipitation
54403,City of Tampere,en,11,11,Biodiversity loss
54403,City of Tampere,en,11,11,Urban flooding
54403,City of Tampere,en,11,11,Heavy precipitation
54403,City of Tampere,en,11,11,Extreme heat
54403,City of Tampere,en,12,12,Extreme heat
54403,City of Tampere,en,13,13,Biodiversity loss
54403,City of Tampere,en,13,13,Urban flooding
54403,City of Tampere,en,13,13,Other forms of climate-induced landscape shift/degradation
54403,City of Tampere,en,13,13,Loss of green space/green cover
54403,City of Tampere,en,13,13,Extreme heat
54403,City of Tampere,en,14,14,Storm
54403,City of Tampere,en,14,14,Urban flooding
54403,City of Tampere,en,14,14,Snow and ice
54403,City of Tampere,en,14,14,Heavy precipitation
54403,City of Tampere,en,14,14,Loss of green space/green cover
54403,City of Tampere,en,15,15,Extreme heat
60126,City of Tartu,en,1,1,Urban flooding
60126,City of Tartu,en,1,1,Heavy precipitation
60126,City of Tartu,en,2,2,Biodiversity loss
60126,City of Tartu,en,2,2,Other forms of climate-induced landscape shift/degradation
60126,City of Tartu,en,2,2,Loss of green space/green cover
50154,City of Turku,en,2,2,Storm
50154,City of Turku,en,2,2,Urban flooding
50154,City of Turku,en,2,2,Fire weather (risk of wildfires)
50154,City of Turku,en,2,2,Snow and ice
50154,City of Turku,en,2,2,Heavy precipitation
50154,City of Turku,en,2,2,Extreme wind
50154,City of Turku,en,2,2,Extreme heat
50154,City of Turku,en,2,2,Drought
50154,City of Turku,en,3,3,Storm
50154,City of Turku,en,3,3,Urban flooding
50154,City of Turku,en,3,3,Heavy precipitation
50154,City of Turku,en,3,3,Extreme wind
50154,City of Turku,en,3,3,Extreme heat
50154,City of Turku,en,3,3,Drought
50154,City of Turku,en,4,4,Storm
50154,City of Turku,en,4,4,Urban flooding
50154,City of Turku,en,4,4,Snow and ice
50154,City of Turku,en,4,4,Heavy precipitation
50154,City of Turku,en,5,5,Extreme heat
50154,City of Turku,en,5,5,Drought
50154,City of Turku,en,6,6,Urban flooding
50154,City of Turku,en,6,6,Extreme wind
50154,City of Turku,en,6,6,Extreme heat
31185,City of Warsaw,en,3,3,Heavy precipitation
31185,City of Warsaw,en,3,3,Extreme heat
31185,City of Warsaw,en,3,3,Drought
50154,City of Turku,en,7,7,"Other, please specify"
31185,City of Warsaw,en,1,1,River flooding
31185,City of Warsaw,en,4,4,River flooding
31185,City of Warsaw,en,4,4,Heavy precipitation
31185,City of Warsaw,en,4,4,Extreme wind
31185,City of Warsaw,en,5,5,Heavy precipitation
31185,City of Warsaw,en,5,5,Extreme heat
31185,City of Warsaw,en,6,6,Action does not address hazard
43921,City of Zagreb,en,1,1,Mass movement
43921,City of Zagreb,en,2,2,Extreme cold
43921,City of Zagreb,en,2,2,Drought
43921,City of Zagreb,en,3,3,Water stress
43921,City of Zagreb,en,3,3,Increased water demand
43921,City of Zagreb,en,3,3,Drought
43921,City of Zagreb,en,4,4,Storm
43921,City of Zagreb,en,4,4,Urban flooding
43921,City of Zagreb,en,4,4,Heavy precipitation
43921,City of Zagreb,en,5,5,Water stress
43921,City of Zagreb,en,5,5,Increased water demand
43921,City of Zagreb,en,6,6,Biodiversity loss
43921,City of Zagreb,en,6,6,Storm
43921,City of Zagreb,en,6,6,Fire weather (risk of wildfires)
43921,City of Zagreb,en,6,6,Mass movement
43921,City of Zagreb,en,6,6,Water stress
43921,City of Zagreb,en,6,6,Heat stress
43921,City of Zagreb,en,6,6,Heavy precipitation
43921,City of Zagreb,en,6,6,Extreme wind
31009,Copenhagen Municipality,en,1,1,Storm
31009,Copenhagen Municipality,en,1,1,Coastal flooding (incl. sea level rise)
31009,Copenhagen Municipality,en,2,2,Heavy precipitation
31009,Copenhagen Municipality,en,3,3,Extreme heat
55317,County Galway,en,1,1,Other coastal events
31163,Istanbul Metropolitan Municipality,en,1,1,"Other, please specify"
31163,Istanbul Metropolitan Municipality,en,2,2,"Other, please specify"
60125,Klaipėda City Municipality,en,3,3,Action does not address hazard
74723,Lesser Poland Voivodeship,en,1,1,Extreme heat
31163,Istanbul Metropolitan Municipality,en,3,3,Urban flooding
31163,Istanbul Metropolitan Municipality,en,3,3,Coastal flooding (incl. sea level rise)
31163,Istanbul Metropolitan Municipality,en,3,3,Heavy precipitation
31163,Istanbul Metropolitan Municipality,en,4,4,Heavy precipitation
31163,Istanbul Metropolitan Municipality,en,4,4,Extreme heat
31163,Istanbul Metropolitan Municipality,en,4,4,Drought
31163,Istanbul Metropolitan Municipality,en,5,5,Action does not address hazard
31163,Istanbul Metropolitan Municipality,en,6,6,"Other, please specify"
31163,Istanbul Metropolitan Municipality,en,7,7,Coastal flooding (incl. sea level rise)
31163,Istanbul Metropolitan Municipality,en,7,7,Extreme heat
31163,Istanbul Metropolitan Municipality,en,7,7,Drought
31163,Istanbul Metropolitan Municipality,en,8,8,Urban flooding
31163,Istanbul Metropolitan Municipality,en,8,8,"Other, please specify"
31163,Istanbul Metropolitan Municipality,en,8,8,Extreme heat
31163,Istanbul Metropolitan Municipality,en,8,8,Drought
31163,Istanbul Metropolitan Municipality,en,9,9,Infectious disease
31163,Istanbul Metropolitan Municipality,en,9,9,Extreme heat
31163,Istanbul Metropolitan Municipality,en,9,9,Drought
60125,Klaipėda City Municipality,en,1,1,Coastal flooding (incl. sea level rise)
60125,Klaipėda City Municipality,en,1,1,Extreme wind
62171,Metropolitan Municipality of Rouen,en,1,1,"Hurricanes, cyclones, and/or typhoons"
62171,Metropolitan Municipality of Rouen,en,1,1,Heat stress
62171,Metropolitan Municipality of Rouen,en,1,1,Heavy precipitation
62171,Metropolitan Municipality of Rouen,en,1,1,Extreme heat
62171,Metropolitan Municipality of Rouen,en,1,1,Drought
62171,Metropolitan Municipality of Rouen,en,2,2,Urban flooding
62171,Metropolitan Municipality of Rouen,en,2,2,Water stress
62171,Metropolitan Municipality of Rouen,en,3,3,Extreme heat
62171,Metropolitan Municipality of Rouen,en,4,4,Water stress
62171,Metropolitan Municipality of Rouen,en,4,4,Heavy precipitation
62171,Metropolitan Municipality of Rouen,en,4,4,Increased water demand
62171,Metropolitan Municipality of Rouen,en,4,4,Extreme heat
62171,Metropolitan Municipality of Rouen,en,4,4,Drought
62171,Metropolitan Municipality of Rouen,en,5,5,Storm
62171,Metropolitan Municipality of Rouen,en,5,5,Fire weather (risk of wildfires)
62171,Metropolitan Municipality of Rouen,en,5,5,Urban flooding
62171,Metropolitan Municipality of Rouen,en,5,5,River flooding
62171,Metropolitan Municipality of Rouen,en,5,5,Extreme heat
831674,Municipality of Amarante,en,3,3,Extreme heat
62171,Metropolitan Municipality of Rouen,en,6,6,Storm
62171,Metropolitan Municipality of Rouen,en,6,6,Biodiversity loss
62171,Metropolitan Municipality of Rouen,en,6,6,Fire weather (risk of wildfires)
62171,Metropolitan Municipality of Rouen,en,6,6,Water stress
62171,Metropolitan Municipality of Rouen,en,6,6,Heat stress
62171,Metropolitan Municipality of Rouen,en,6,6,Infectious disease
62171,Metropolitan Municipality of Rouen,en,6,6,Extreme heat
62171,Metropolitan Municipality of Rouen,en,6,6,Drought
62171,Metropolitan Municipality of Rouen,en,7,7,Urban flooding
62171,Metropolitan Municipality of Rouen,en,7,7,River flooding
62171,Metropolitan Municipality of Rouen,en,7,7,Heavy precipitation
831674,Municipality of Amarante,en,2,2,Action does not address hazard
831674,Municipality of Amarante,en,4,4,Action does not address hazard
831674,Municipality of Amarante,en,5,5,Action does not address hazard
831674,Municipality of Amarante,en,7,7,Action does not address hazard
831674,Municipality of Amarante,en,8,8,Action does not address hazard
831674,Municipality of Amarante,en,9,9,Action does not address hazard
831674,Municipality of Amarante,en,10,10,Fire weather (risk of wildfires)
831674,Municipality of Amarante,en,11,11,Action does not address hazard
831674,Municipality of Amarante,en,12,12,Heavy precipitation
831674,Municipality of Amarante,en,13,13,Action does not address hazard
831674,Municipality of Amarante,en,14,14,Heavy precipitation
55334,Municipality of Braga,en,1,1,Urban flooding
55334,Municipality of Braga,en,1,1,River flooding
55334,Municipality of Braga,en,2,2,Biodiversity loss
55334,Municipality of Braga,en,2,2,Heat stress
55334,Municipality of Braga,en,2,2,Extreme heat
55334,Municipality of Braga,en,3,3,Biodiversity loss
55334,Municipality of Braga,en,3,3,Heat stress
55334,Municipality of Braga,en,3,3,Extreme heat
55334,Municipality of Braga,en,4,4,Heat stress
55334,Municipality of Braga,en,4,4,Extreme heat
55334,Municipality of Braga,en,5,5,Heat stress
55334,Municipality of Braga,en,5,5,Extreme heat
55334,Municipality of Braga,en,6,6,Water stress
55334,Municipality of Braga,en,6,6,Increased water demand
55334,Municipality of Braga,en,7,7,Urban flooding
55334,Municipality of Braga,en,7,7,Heat stress
55334,Municipality of Braga,en,7,7,Extreme heat
55334,Municipality of Braga,en,8,8,Urban flooding
55334,Municipality of Braga,en,8,8,Heat stress
55334,Municipality of Braga,en,8,8,Extreme heat
55334,Municipality of Braga,en,9,9,Water stress
55334,Municipality of Braga,en,9,9,Extreme heat
826425,Municipality of Caldas da Rainha,en,1,1,Urban flooding
826425,Municipality of Caldas da Rainha,en,1,1,Water stress
826425,Municipality of Caldas da Rainha,en,1,1,Heavy precipitation
826425,Municipality of Caldas da Rainha,en,1,1,Increased water demand
826425,Municipality of Caldas da Rainha,en,5,5,Storm
826425,Municipality of Caldas da Rainha,en,5,5,Urban flooding
826425,Municipality of Caldas da Rainha,en,5,5,Extreme cold
826425,Municipality of Caldas da Rainha,en,5,5,Fire weather (risk of wildfires)
826425,Municipality of Caldas da Rainha,en,5,5,Coastal flooding (incl. sea level rise)
826425,Municipality of Caldas da Rainha,en,5,5,River flooding
826425,Municipality of Caldas da Rainha,en,5,5,Water stress
826425,Municipality of Caldas da Rainha,en,5,5,Heat stress
826425,Municipality of Caldas da Rainha,en,5,5,Heavy precipitation
826425,Municipality of Caldas da Rainha,en,5,5,Extreme wind
826425,Municipality of Caldas da Rainha,en,5,5,Extreme heat
826425,Municipality of Caldas da Rainha,en,3,3,Soil degradation/erosion
826425,Municipality of Caldas da Rainha,en,3,3,Urban flooding
826425,Municipality of Caldas da Rainha,en,3,3,Fire weather (risk of wildfires)
826425,Municipality of Caldas da Rainha,en,3,3,Mass movement
826425,Municipality of Caldas da Rainha,en,3,3,Water stress
826425,Municipality of Caldas da Rainha,en,3,3,Action does not address hazard
826425,Municipality of Caldas da Rainha,en,3,3,Heavy precipitation
826425,Municipality of Caldas da Rainha,en,3,3,Increased water demand
826425,Municipality of Caldas da Rainha,en,4,4,Soil degradation/erosion
826425,Municipality of Caldas da Rainha,en,4,4,Fire weather (risk of wildfires)
826425,Municipality of Caldas da Rainha,en,4,4,"Other, please specify"
50680,Municipality of Cascais,en,2,2,Extreme heat
50680,Municipality of Cascais,en,2,2,Drought
50680,Municipality of Cascais,en,3,3,Extreme heat
50680,Municipality of Cascais,en,3,3,Drought
50680,Municipality of Cascais,en,4,4,Drought
50680,Municipality of Cascais,en,5,5,Fire weather (risk of wildfires)
50680,Municipality of Cascais,en,5,5,River flooding
50680,Municipality of Cascais,en,5,5,Extreme heat
50680,Municipality of Cascais,en,5,5,Drought
50680,Municipality of Cascais,en,6,6,Coastal flooding (incl. sea level rise)
50680,Municipality of Cascais,en,6,6,River flooding
50680,Municipality of Cascais,en,7,7,Fire weather (risk of wildfires)
50680,Municipality of Cascais,en,7,7,Coastal flooding (incl. sea level rise)
50680,Municipality of Cascais,en,7,7,River flooding
50680,Municipality of Cascais,en,7,7,Extreme heat
50680,Municipality of Cascais,en,7,7,Drought
50680,Municipality of Cascais,en,8,8,Action does not address hazard
50680,Municipality of Cascais,en,9,9,Fire weather (risk of wildfires)
50680,Municipality of Cascais,en,9,9,Extreme heat
50680,Municipality of Cascais,en,9,9,Drought
50680,Municipality of Cascais,en,10,10,Drought
50680,Municipality of Cascais,en,11,11,Fire weather (risk of wildfires)
50680,Municipality of Cascais,en,11,11,Coastal flooding (incl. sea level rise)
50680,Municipality of Cascais,en,11,11,River flooding
50680,Municipality of Cascais,en,11,11,Extreme heat
50680,Municipality of Cascais,en,11,11,Drought
50680,Municipality of Cascais,en,12,12,Coastal flooding (incl. sea level rise)
50680,Municipality of Cascais,en,12,12,River flooding
50680,Municipality of Cascais,en,13,13,Fire weather (risk of wildfires)
50680,Municipality of Cascais,en,13,13,River flooding
50680,Municipality of Cascais,en,13,13,Extreme heat
50680,Municipality of Cascais,en,13,13,Drought
50680,Municipality of Cascais,en,14,14,Fire weather (risk of wildfires)
50680,Municipality of Cascais,en,14,14,River flooding
50680,Municipality of Cascais,en,14,14,Extreme heat
50680,Municipality of Cascais,en,14,14,Drought
50680,Municipality of Cascais,en,15,15,Coastal flooding (incl. sea level rise)
50680,Municipality of Cascais,en,15,15,River flooding
50680,Municipality of Cascais,en,15,15,Drought
50680,Municipality of Cascais,en,16,16,Coastal flooding (incl. sea level rise)
50680,Municipality of Cascais,en,16,16,River flooding
50680,Municipality of Cascais,en,16,16,Drought
826429,Municipality of Figueira da Foz,en,1,1,Coastal flooding (incl. sea level rise)
826429,Municipality of Figueira da Foz,en,5,5,Extreme heat
826429,Municipality of Figueira da Foz,en,6,6,Extreme heat
826429,Municipality of Figueira da Foz,en,7,7,Heavy precipitation
826429,Municipality of Figueira da Foz,en,8,8,Coastal flooding (incl. sea level rise)
826429,Municipality of Figueira da Foz,en,9,9,Extreme heat
826429,Municipality of Figueira da Foz,en,10,10,Extreme heat
826429,Municipality of Figueira da Foz,en,11,11,Urban flooding
826429,Municipality of Figueira da Foz,en,11,11,Coastal flooding (incl. sea level rise)
826429,Municipality of Figueira da Foz,en,12,12,Storm
826429,Municipality of Figueira da Foz,en,12,12,"Other, please specify"
826429,Municipality of Figueira da Foz,en,12,12,Extreme wind
826429,Municipality of Figueira da Foz,en,12,12,Other coastal events
55324,Municipality of Guimarães,en,1,1,Action does not address hazard
55324,Municipality of Guimarães,en,2,2,Storm
55324,Municipality of Guimarães,en,2,2,Urban flooding
55324,Municipality of Guimarães,en,2,2,River flooding
55324,Municipality of Guimarães,en,2,2,Heavy precipitation
55324,Municipality of Guimarães,en,3,3,Action does not address hazard
55324,Municipality of Guimarães,en,4,4,Mass movement
55324,Municipality of Guimarães,en,4,4,River flooding
55324,Municipality of Guimarães,en,5,5,Action does not address hazard
55324,Municipality of Guimarães,en,12,12,Action does not address hazard
55324,Municipality of Guimarães,en,6,6,Action does not address hazard
55324,Municipality of Guimarães,en,7,7,Action does not address hazard
55324,Municipality of Guimarães,en,8,8,Action does not address hazard
55324,Municipality of Guimarães,en,9,9,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,9,9,Extreme heat
55324,Municipality of Guimarães,en,10,10,Action does not address hazard
55324,Municipality of Guimarães,en,11,11,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,11,11,Extreme heat
55324,Municipality of Guimarães,en,13,13,Action does not address hazard
55324,Municipality of Guimarães,en,15,15,Extreme heat
55324,Municipality of Guimarães,en,17,17,Extreme heat
55324,Municipality of Guimarães,en,20,20,Action does not address hazard
55324,Municipality of Guimarães,en,18,18,River flooding
55324,Municipality of Guimarães,en,19,19,Mass movement
55324,Municipality of Guimarães,en,21,21,River flooding
55324,Municipality of Guimarães,en,21,21,Heavy precipitation
55324,Municipality of Guimarães,en,22,22,Extreme heat
55324,Municipality of Guimarães,en,22,22,Drought
55324,Municipality of Guimarães,en,23,23,Action does not address hazard
55324,Municipality of Guimarães,en,24,24,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,24,24,Extreme heat
55324,Municipality of Guimarães,en,25,25,Action does not address hazard
55324,Municipality of Guimarães,en,26,26,Biodiversity loss
55324,Municipality of Guimarães,en,26,26,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,26,26,Extreme heat
55324,Municipality of Guimarães,en,26,26,Drought
55324,Municipality of Guimarães,en,27,27,Extreme heat
55324,Municipality of Guimarães,en,27,27,Drought
55324,Municipality of Guimarães,en,28,28,Extreme heat
55324,Municipality of Guimarães,en,29,29,Action does not address hazard
55324,Municipality of Guimarães,en,30,30,Extreme heat
55324,Municipality of Guimarães,en,31,31,Action does not address hazard
55324,Municipality of Guimarães,en,33,33,Action does not address hazard
55324,Municipality of Guimarães,en,34,34,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,34,34,Extreme heat
55324,Municipality of Guimarães,en,35,35,Action does not address hazard
55324,Municipality of Guimarães,en,36,36,Action does not address hazard
55324,Municipality of Guimarães,en,37,37,Action does not address hazard
55324,Municipality of Guimarães,en,38,38,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,38,38,River flooding
55324,Municipality of Guimarães,en,38,38,Mass movement
55324,Municipality of Guimarães,en,38,38,Heavy precipitation
55324,Municipality of Guimarães,en,38,38,Extreme wind
55324,Municipality of Guimarães,en,38,38,Extreme heat
55324,Municipality of Guimarães,en,39,39,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,39,39,Heavy precipitation
55324,Municipality of Guimarães,en,40,40,Action does not address hazard
55324,Municipality of Guimarães,en,41,41,River flooding
55324,Municipality of Guimarães,en,41,41,Drought
55324,Municipality of Guimarães,en,42,42,Action does not address hazard
55324,Municipality of Guimarães,en,43,43,Action does not address hazard
55324,Municipality of Guimarães,en,44,44,River flooding
55324,Municipality of Guimarães,en,44,44,Heavy precipitation
55324,Municipality of Guimarães,en,44,44,Extreme heat
55324,Municipality of Guimarães,en,45,45,Action does not address hazard
55324,Municipality of Guimarães,en,46,46,Biodiversity loss
55324,Municipality of Guimarães,en,46,46,Soil degradation/erosion
55324,Municipality of Guimarães,en,46,46,Heat stress
55324,Municipality of Guimarães,en,46,46,Extreme heat
55324,Municipality of Guimarães,en,46,46,Drought
55324,Municipality of Guimarães,en,47,47,Action does not address hazard
55324,Municipality of Guimarães,en,49,49,Action does not address hazard
55324,Municipality of Guimarães,en,48,48,Action does not address hazard
55324,Municipality of Guimarães,en,50,50,Action does not address hazard
55324,Municipality of Guimarães,en,51,51,Urban flooding
55324,Municipality of Guimarães,en,52,52,Action does not address hazard
55324,Municipality of Guimarães,en,53,53,Action does not address hazard
55324,Municipality of Guimarães,en,54,54,Action does not address hazard
55324,Municipality of Guimarães,en,55,55,Soil degradation/erosion
55324,Municipality of Guimarães,en,55,55,Storm
55324,Municipality of Guimarães,en,55,55,Biodiversity loss
55324,Municipality of Guimarães,en,55,55,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,55,55,Urban flooding
55324,Municipality of Guimarães,en,55,55,Mass movement
55324,Municipality of Guimarães,en,55,55,River flooding
55324,Municipality of Guimarães,en,55,55,Heavy precipitation
55324,Municipality of Guimarães,en,55,55,Extreme wind
55324,Municipality of Guimarães,en,55,55,Extreme heat
55324,Municipality of Guimarães,en,55,55,Drought
55324,Municipality of Guimarães,en,56,56,Extreme heat
55324,Municipality of Guimarães,en,57,57,Storm
55324,Municipality of Guimarães,en,57,57,Soil degradation/erosion
55324,Municipality of Guimarães,en,57,57,Biodiversity loss
55324,Municipality of Guimarães,en,57,57,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,57,57,Urban flooding
55324,Municipality of Guimarães,en,57,57,River flooding
55324,Municipality of Guimarães,en,57,57,Mass movement
55324,Municipality of Guimarães,en,57,57,Heavy precipitation
55324,Municipality of Guimarães,en,57,57,Extreme wind
55324,Municipality of Guimarães,en,57,57,Extreme heat
55324,Municipality of Guimarães,en,58,58,Biodiversity loss
55324,Municipality of Guimarães,en,58,58,Storm
55324,Municipality of Guimarães,en,58,58,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,58,58,Urban flooding
55324,Municipality of Guimarães,en,58,58,Mass movement
55324,Municipality of Guimarães,en,58,58,River flooding
55324,Municipality of Guimarães,en,58,58,Heavy precipitation
55324,Municipality of Guimarães,en,58,58,Extreme wind
55324,Municipality of Guimarães,en,58,58,Extreme heat
55324,Municipality of Guimarães,en,58,58,Drought
55324,Municipality of Guimarães,en,59,59,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,60,60,Soil degradation/erosion
55324,Municipality of Guimarães,en,60,60,Mass movement
55324,Municipality of Guimarães,en,60,60,Heavy precipitation
55324,Municipality of Guimarães,en,60,60,Extreme heat
55324,Municipality of Guimarães,en,61,61,Urban flooding
55324,Municipality of Guimarães,en,62,62,Drought
55324,Municipality of Guimarães,en,63,63,Action does not address hazard
55324,Municipality of Guimarães,en,64,64,Action does not address hazard
55324,Municipality of Guimarães,en,65,65,Action does not address hazard
55324,Municipality of Guimarães,en,66,66,Action does not address hazard
55324,Municipality of Guimarães,en,67,67,Storm
55324,Municipality of Guimarães,en,67,67,Urban flooding
55324,Municipality of Guimarães,en,67,67,Fire weather (risk of wildfires)
55324,Municipality of Guimarães,en,67,67,River flooding
55324,Municipality of Guimarães,en,67,67,Mass movement
55324,Municipality of Guimarães,en,67,67,Heavy precipitation
55324,Municipality of Guimarães,en,67,67,Extreme wind
55324,Municipality of Guimarães,en,67,67,Extreme heat
55324,Municipality of Guimarães,en,67,67,Drought
826431,Municipality of Loulé,en,1,1,"Other, please specify"
826431,Municipality of Loulé,en,1,1,Loss of green space/green cover
826431,Municipality of Loulé,en,1,1,Extreme heat
826431,Municipality of Loulé,en,2,2,Soil degradation/erosion
826431,Municipality of Loulé,en,2,2,Biodiversity loss
826431,Municipality of Loulé,en,2,2,Loss of green space/green cover
826431,Municipality of Loulé,en,2,2,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,2,2,Other forms of climate-induced landscape shift/degradation
826431,Municipality of Loulé,en,2,2,Extreme heat
826431,Municipality of Loulé,en,2,2,Drought
826431,Municipality of Loulé,en,3,3,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,3,3,Coastal flooding (incl. sea level rise)
826431,Municipality of Loulé,en,3,3,"Other, please specify"
826431,Municipality of Loulé,en,3,3,Heavy precipitation
826431,Municipality of Loulé,en,3,3,Extreme wind
826431,Municipality of Loulé,en,3,3,Drought
826431,Municipality of Loulé,en,4,4,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,4,4,Heavy precipitation
826431,Municipality of Loulé,en,4,4,Extreme heat
826431,Municipality of Loulé,en,4,4,Drought
826431,Municipality of Loulé,en,5,5,Soil degradation/erosion
826431,Municipality of Loulé,en,5,5,Biodiversity loss
826431,Municipality of Loulé,en,5,5,Loss of green space/green cover
826431,Municipality of Loulé,en,5,5,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,5,5,Other forms of climate-induced landscape shift/degradation
826431,Municipality of Loulé,en,5,5,Extreme heat
826431,Municipality of Loulé,en,5,5,Drought
826431,Municipality of Loulé,en,6,6,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,6,6,Coastal flooding (incl. sea level rise)
826431,Municipality of Loulé,en,6,6,Heavy precipitation
826431,Municipality of Loulé,en,6,6,Extreme wind
826431,Municipality of Loulé,en,6,6,Extreme heat
826431,Municipality of Loulé,en,6,6,Drought
826431,Municipality of Loulé,en,7,7,Biodiversity loss
826431,Municipality of Loulé,en,7,7,Soil degradation/erosion
826431,Municipality of Loulé,en,7,7,Drought
826431,Municipality of Loulé,en,7,7,Urban flooding
826431,Municipality of Loulé,en,7,7,Coastal flooding (incl. sea level rise)
826431,Municipality of Loulé,en,7,7,Heavy precipitation
826431,Municipality of Loulé,en,7,7,Other forms of climate-induced landscape shift/degradation
826431,Municipality of Loulé,en,7,7,Other coastal events
826431,Municipality of Loulé,en,7,7,Loss of green space/green cover
826431,Municipality of Loulé,en,7,7,Extreme heat
826431,Municipality of Loulé,en,8,8,Drought
826431,Municipality of Loulé,en,9,9,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,10,10,Heavy precipitation
826431,Municipality of Loulé,en,10,10,Drought
826431,Municipality of Loulé,en,11,11,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,12,12,Water stress
826431,Municipality of Loulé,en,12,12,Increased water demand
826431,Municipality of Loulé,en,12,12,Drought
826431,Municipality of Loulé,en,13,13,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,13,13,Coastal flooding (incl. sea level rise)
826431,Municipality of Loulé,en,13,13,Infectious disease
826431,Municipality of Loulé,en,13,13,Heavy precipitation
826431,Municipality of Loulé,en,13,13,Extreme wind
826431,Municipality of Loulé,en,13,13,Extreme heat
826431,Municipality of Loulé,en,13,13,Drought
826431,Municipality of Loulé,en,14,14,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,14,14,Coastal flooding (incl. sea level rise)
826431,Municipality of Loulé,en,14,14,Infectious disease
826431,Municipality of Loulé,en,14,14,Heavy precipitation
826431,Municipality of Loulé,en,14,14,Extreme wind
826431,Municipality of Loulé,en,14,14,Extreme heat
826431,Municipality of Loulé,en,14,14,Drought
826431,Municipality of Loulé,en,15,15,Heavy precipitation
826431,Municipality of Loulé,en,15,15,Extreme heat
826431,Municipality of Loulé,en,16,16,Loss of green space/green cover
826431,Municipality of Loulé,en,16,16,Water stress
826431,Municipality of Loulé,en,16,16,"Other, please specify"
826431,Municipality of Loulé,en,16,16,Extreme heat
826431,Municipality of Loulé,en,16,16,Drought
826431,Municipality of Loulé,en,17,17,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,17,17,Extreme heat
826431,Municipality of Loulé,en,18,18,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,19,19,Coastal flooding (incl. sea level rise)
826431,Municipality of Loulé,en,20,20,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,20,20,Extreme heat
826431,Municipality of Loulé,en,20,20,Drought
826431,Municipality of Loulé,en,21,21,Drought
826431,Municipality of Loulé,en,22,22,Biodiversity loss
826431,Municipality of Loulé,en,22,22,Soil degradation/erosion
826431,Municipality of Loulé,en,22,22,Loss of green space/green cover
826431,Municipality of Loulé,en,22,22,Urban flooding
826431,Municipality of Loulé,en,22,22,Water stress
826431,Municipality of Loulé,en,22,22,"Other, please specify"
826431,Municipality of Loulé,en,22,22,Heavy precipitation
826431,Municipality of Loulé,en,22,22,Extreme heat
826431,Municipality of Loulé,en,22,22,Drought
826431,Municipality of Loulé,en,23,23,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,24,24,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,24,24,Coastal flooding (incl. sea level rise)
826431,Municipality of Loulé,en,24,24,Infectious disease
826431,Municipality of Loulé,en,24,24,Heavy precipitation
826431,Municipality of Loulé,en,24,24,Extreme wind
826431,Municipality of Loulé,en,24,24,Extreme heat
826431,Municipality of Loulé,en,24,24,Drought
826431,Municipality of Loulé,en,25,25,Coastal flooding (incl. sea level rise)
826431,Municipality of Loulé,en,27,27,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,27,27,Coastal flooding (incl. sea level rise)
826431,Municipality of Loulé,en,27,27,Heavy precipitation
826431,Municipality of Loulé,en,27,27,Extreme heat
826431,Municipality of Loulé,en,27,27,Drought
826431,Municipality of Loulé,en,26,26,Drought
826431,Municipality of Loulé,en,28,28,Drought
826431,Municipality of Loulé,en,29,29,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,29,29,Heavy precipitation
826431,Municipality of Loulé,en,29,29,Extreme wind
826431,Municipality of Loulé,en,29,29,Extreme heat
826431,Municipality of Loulé,en,29,29,Drought
826431,Municipality of Loulé,en,30,30,Fire weather (risk of wildfires)
826431,Municipality of Loulé,en,30,30,Coastal flooding (incl. sea level rise)
